"","Entry","ExptA","Mno","restrt","Expt","Ref","TDBU","FTG","Ygen","Yunits","Sys1","Des1","Slevels","Smax","Dur","Gtime","Tscale","LnTscale","Tser","FinalT.x","HigherT","richness","value","Mean.value","value.st","unit.types","unit.types2","maxTscale","logMaxTime","logY","logS","TG1","Study","minval","maxval","logY.rs","logSc","logSmax","logSmaxc"
"24","1030","404",1196,"control","404","Stachowicz et al, Ecology 2008","TD",1,"SST","cover m-2","A",2,2,4,"570","365",1.5616,"0.4457","Y","N","Y",1,71.0889,88.08455,0.807052996240544,"cover","perc.cover",3.2877,1.19018823215532,4.26393120647803,0,"1","152",71.0889,105.0802,4.26393120647803,-2.07944154167984,1.38629436111989,-0.405465108108164
"25","1030","404",1196,"control","404","Stachowicz et al, Ecology 2008","TD",1,"SST","cover m-2","A",2,2,4,"570","365",1.5616,"0.4457","Y","N","Y",4,105.0802,88.08455,1.19294700375946,"cover","perc.cover",3.2877,1.19018823215532,4.65472386812729,1.38629436111989,"1","152",71.0889,105.0802,4.65472386812729,-0.693147180559945,1.38629436111989,-0.405465108108164
"26","1031","404",1197,"control","404","Stachowicz et al, Ecology 2008","TD",1,"SST","cover m-2","A",2,2,4,"660","365",1.8082,"0.5923","Y","N","Y",1,67.2299,77.68805,0.865382771224146,"cover","perc.cover",3.2877,1.19018823215532,4.20811808904863,0,"1","152",67.2299,88.1462,4.20811808904863,-2.07944154167984,1.38629436111989,-0.405465108108164
"27","1031","404",1197,"control","404","Stachowicz et al, Ecology 2008","TD",1,"SST","cover m-2","A",2,2,4,"660","365",1.8082,"0.5923","Y","N","Y",4,88.1462,77.68805,1.13461722877585,"cover","perc.cover",3.2877,1.19018823215532,4.47899679957663,1.38629436111989,"1","152",67.2299,88.1462,4.47899679957663,-0.693147180559945,1.38629436111989,-0.405465108108164
"28","1032","404",1198,"control","404","Stachowicz et al, Ecology 2008","TD",1,"SST","cover m-2","A",2,2,4,"750","365",2.0548,"0.7202","Y","N","Y",1,73.9257,77.96105,0.948238896218047,"cover","perc.cover",3.2877,1.19018823215532,4.30306053475019,0,"1","152",73.9257,81.9964,4.30306053475019,-2.07944154167984,1.38629436111989,-0.405465108108164
"29","1032","404",1198,"control","404","Stachowicz et al, Ecology 2008","TD",1,"SST","cover m-2","A",2,2,4,"750","365",2.0548,"0.7202","Y","N","Y",4,81.9964,77.96105,1.05176110378195,"cover","perc.cover",3.2877,1.19018823215532,4.40667534386149,1.38629436111989,"1","152",73.9257,81.9964,4.40667534386149,-0.693147180559945,1.38629436111989,-0.405465108108164
"30","1033","404",1199,"control","404","Stachowicz et al, Ecology 2008","TD",1,"SST","cover m-2","A",2,2,4,"840","365",2.3014,"0.8335","Y","N","Y",1,66.917,92.0592,0.726890957123242,"cover","perc.cover",3.2877,1.19018823215532,4.2034530454664,0,"1","152",66.917,117.2014,4.2034530454664,-2.07944154167984,1.38629436111989,-0.405465108108164
"31","1033","404",1199,"control","404","Stachowicz et al, Ecology 2008","TD",1,"SST","cover m-2","A",2,2,4,"840","365",2.3014,"0.8335","Y","N","Y",4,117.2014,92.0592,1.27310904287676,"cover","perc.cover",3.2877,1.19018823215532,4.76389382246406,1.38629436111989,"1","152",66.917,117.2014,4.76389382246406,-0.693147180559945,1.38629436111989,-0.405465108108164
"32","1034","404",1200,"control","404","Stachowicz et al, Ecology 2008","TD",1,"SST","cover m-2","A",2,2,4,"930","365",2.5479,"0.9353","Y","N","Y",1,78.0142,100.4153,0.77691547005287,"cover","perc.cover",3.2877,1.19018823215532,4.35689086140232,0,"1","152",78.0142,122.8164,4.35689086140232,-2.07944154167984,1.38629436111989,-0.405465108108164
"33","1034","404",1200,"control","404","Stachowicz et al, Ecology 2008","TD",1,"SST","cover m-2","A",2,2,4,"930","365",2.5479,"0.9353","Y","N","Y",4,122.8164,100.4153,1.22308452994713,"cover","perc.cover",3.2877,1.19018823215532,4.81069055728457,1.38629436111989,"1","152",78.0142,122.8164,4.81069055728457,-0.693147180559945,1.38629436111989,-0.405465108108164
"34","1035","404",1201,"control","404","Stachowicz et al, Ecology 2008","TD",1,"SST","cover m-2","A",2,2,4,"1020","365",2.7945,"1.0277","Y","N","Y",1,58.6149,76.41085,0.767101792481042,"cover","perc.cover",3.2877,1.19018823215532,4.0709889304744,0,"1","152",58.6149,94.2068,4.0709889304744,-2.07944154167984,1.38629436111989,-0.405465108108164
"35","1035","404",1201,"control","404","Stachowicz et al, Ecology 2008","TD",1,"SST","cover m-2","A",2,2,4,"1020","365",2.7945,"1.0277","Y","N","Y",4,94.2068,76.41085,1.23289820751896,"cover","perc.cover",3.2877,1.19018823215532,4.54549236581349,1.38629436111989,"1","152",58.6149,94.2068,4.54549236581349,-0.693147180559945,1.38629436111989,-0.405465108108164
"36","1036","404",1202,"control","404","Stachowicz et al, Ecology 2008","TD",1,"SST","cover m-2","A",2,2,4,"1110","365",3.0411,"1.1122","Y","N","Y",1,69.9833,93.36955,0.749530226931585,"cover","perc.cover",3.2877,1.19018823215532,4.2482566421581,0,"1","152",69.9833,116.7558,4.2482566421581,-2.07944154167984,1.38629436111989,-0.405465108108164
"37","1036","404",1202,"control","404","Stachowicz et al, Ecology 2008","TD",1,"SST","cover m-2","A",2,2,4,"1110","365",3.0411,"1.1122","Y","N","Y",4,116.7558,93.36955,1.25046977306841,"cover","perc.cover",3.2877,1.19018823215532,4.76008457411591,1.38629436111989,"1","152",69.9833,116.7558,4.76008457411591,-0.693147180559945,1.38629436111989,-0.405465108108164
"38","1037","404",1203,"control","404","Stachowicz et al, Ecology 2008","TD",1,"SST","cover m-2","A",2,2,4,"1200","365",3.2877,"1.1902","Y","Y","Y",1,53.9424,82.5416,0.653517741357085,"cover","perc.cover",3.2877,1.19018823215532,3.98791681060385,0,"1","152",53.9424,111.1408,3.98791681060385,-2.07944154167984,1.38629436111989,-0.405465108108164
"39","1037","404",1203,"control","404","Stachowicz et al, Ecology 2008","TD",1,"SST","cover m-2","A",2,2,4,"1200","365",3.2877,"1.1902","Y","Y","Y",4,111.1408,82.5416,1.34648225864291,"cover","perc.cover",3.2877,1.19018823215532,4.71079786595436,1.38629436111989,"1","152",53.9424,111.1408,4.71079786595436,-0.693147180559945,1.38629436111989,-0.405465108108164
"40","1059","407",1204,"control","407","Bonkowski & Roy, Oecologia 2005","TD",1,"SST","g m-2","T",3,2,6,"66","365",0.1808,"-1.7102","N","Y","N",1,97.1944,100.10645,0.970910465809146,"mass","biomass",0.1808,-1.71036383102406,4.57671309663797,0,"1","154",97.1944,103.0185,4.57671309663797,-2.07944154167984,1.79175946922805,0
"41","1059","407",1204,"control","407","Bonkowski & Roy, Oecologia 2005","TD",1,"SST","g m-2","T",3,2,6,"66","365",0.1808,"-1.7102","N","Y","N",6,103.0185,100.10645,1.02908953419085,"mass","biomass",0.1808,-1.71036383102406,4.63490858375188,1.79175946922805,"1","154",97.1944,103.0185,4.63490858375188,-0.287682072451781,1.79175946922805,0
"42","1060","408",1205,"control","408","Bonkowski & Roy, Oecologia 2005","TD",1,"SST","g m-2","T",3,2,6,"66","365",0.1808,"-1.7102","N","Y","N",1,94.8889,98.1389,0.966883672019964,"mass","biomass",0.1808,-1.71036383102406,4.55270673354836,0,"1","154",94.8889,101.3889,4.55270673354836,-2.07944154167984,1.79175946922805,0
"43","1060","408",1205,"control","408","Bonkowski & Roy, Oecologia 2005","TD",1,"SST","g m-2","T",3,2,6,"66","365",0.1808,"-1.7102","N","Y","N",6,101.3889,98.1389,1.03311632798004,"mass","biomass",0.1808,-1.71036383102406,4.61896361770946,1.79175946922805,"1","154",94.8889,101.3889,4.61896361770946,-0.287682072451781,1.79175946922805,0
"44","1061","409",1206,"control","409","Bonkowski & Roy, Oecologia 2005","TD",1,"SST","g m-2","T",3,2,6,"66","365",0.1808,"-1.7102","N","Y","N",1,94.8611,92.0787,1.03021762904993,"mass","biomass",0.1808,-1.71036383102406,4.55241371641847,0,"1","154",89.2963,94.8611,4.55241371641847,-2.07944154167984,1.79175946922805,0
"45","1061","409",1206,"control","409","Bonkowski & Roy, Oecologia 2005","TD",1,"SST","g m-2","T",3,2,6,"66","365",0.1808,"-1.7102","N","Y","N",6,89.2963,92.0787,0.969782370950068,"mass","biomass",0.1808,-1.71036383102406,4.49196005365341,1.79175946922805,"1","154",89.2963,94.8611,4.49196005365341,-0.287682072451781,1.79175946922805,0
"46","1062","410",1207,"control","410","Bonkowski & Roy, Oecologia 2005","TD",1,"SST","g m-2","T",3,2,6,"66","365",0.1808,"-1.7102","N","Y","N",1,98.25,103.8361,0.946202717551988,"mass","biomass",0.1808,-1.71036383102406,4.58751525074937,0,"1","154",98.25,109.4222,4.58751525074937,-2.07944154167984,1.79175946922805,0
"47","1062","410",1207,"control","410","Bonkowski & Roy, Oecologia 2005","TD",1,"SST","g m-2","T",3,2,6,"66","365",0.1808,"-1.7102","N","Y","N",6,109.4222,103.8361,1.05379728244801,"mass","biomass",0.1808,-1.71036383102406,4.69521379444708,1.79175946922805,"1","154",98.25,109.4222,4.69521379444708,-0.287682072451781,1.79175946922805,0
"48","1063","411",1208,"control","411","Bonkowski & Roy, Oecologia 2005","TD",1,"SST","g m-2","T",3,2,6,"66","365",0.1808,"-1.7102","N","Y","N",1,93.9167,95.338,0.985091988504059,"mass","biomass",0.1808,-1.71036383102406,4.54240821917629,0,"1","154",93.9167,96.7593,4.54240821917629,-2.07944154167984,1.79175946922805,0
"49","1063","411",1208,"control","411","Bonkowski & Roy, Oecologia 2005","TD",1,"SST","g m-2","T",3,2,6,"66","365",0.1808,"-1.7102","N","Y","N",6,96.7593,95.338,1.01490801149594,"mass","biomass",0.1808,-1.71036383102406,4.57222645132128,1.79175946922805,"1","154",93.9167,96.7593,4.57222645132128,-0.287682072451781,1.79175946922805,0
"50","1064","412",1209,"control","412","Bonkowski & Roy, Oecologia 2005","TD",1,"SST","g m-2","T",3,2,6,"66","365",0.1808,"-1.7102","N","Y","N",1,93.7143,91.9868,1.0187798684159,"mass","biomass",0.1808,-1.71036383102406,4.54025079232779,0,"1","154",90.2593,93.7143,4.54025079232779,-2.07944154167984,1.79175946922805,0
"51","1064","412",1209,"control","412","Bonkowski & Roy, Oecologia 2005","TD",1,"SST","g m-2","T",3,2,6,"66","365",0.1808,"-1.7102","N","Y","N",6,90.2593,91.9868,0.981220131584097,"mass","biomass",0.1808,-1.71036383102406,4.50268663899542,1.79175946922805,"1","154",90.2593,93.7143,4.50268663899542,-0.287682072451781,1.79175946922805,0
"52","1065","413",1210,"control","413","Nilsson et al, Oikos 2008","TD",1,"SST","g m-2","T",1,3,3,"730","1095",0.6667,"-0.4055","N","Y","N",1,8.9917,11.1472333333333,0.806630643777081,"mass","biomass",0.6667,-0.405415109358123,2.19630192960545,0,"1","155",8.9917,14.65,2.19630192960545,-2.07944154167984,1.09861228866811,-0.693147180559945
"53","1065","413",1210,"control","413","Nilsson et al, Oikos 2008","TD",1,"SST","g m-2","T",1,3,3,"730","1095",0.6667,"-0.4055","N","Y","N",2,14.65,11.1472333333333,1.3142274465712,"mass","biomass",0.6667,-0.405415109358123,2.68444033546308,0.693147180559945,"1","155",8.9917,14.65,2.68444033546308,-1.38629436111989,1.09861228866811,-0.693147180559945
"54","1065","413",1210,"control","413","Nilsson et al, Oikos 2008","TD",1,"SST","g m-2","T",1,3,3,"730","1095",0.6667,"-0.4055","N","Y","N",3,9.8,11.1472333333333,0.879141909651722,"mass","biomass",0.6667,-0.405415109358123,2.28238238567653,1.09861228866811,"1","155",8.9917,14.65,2.28238238567653,-0.980829253011726,1.09861228866811,-0.693147180559945
"55","1066","414",1211,"control","414","Nilsson et al, Oikos 2008","TD",1,"SST","g m-2","T",1,3,3,"730","1095",0.6667,"-0.4055","N","Y","N",1,12.8083,14.525,0.881810671256454,"mass","biomass",0.6667,-0.405415109358123,2.55009339828081,0,"1","155",12.8083,15.9667,2.55009339828081,-2.07944154167984,1.09861228866811,-0.693147180559945
"56","1066","414",1211,"control","414","Nilsson et al, Oikos 2008","TD",1,"SST","g m-2","T",1,3,3,"730","1095",0.6667,"-0.4055","N","Y","N",2,15.9667,14.525,1.09925645438898,"mass","biomass",0.6667,-0.405415109358123,2.77050530342925,0.693147180559945,"1","155",12.8083,15.9667,2.77050530342925,-1.38629436111989,1.09861228866811,-0.693147180559945
"57","1066","414",1211,"control","414","Nilsson et al, Oikos 2008","TD",1,"SST","g m-2","T",1,3,3,"730","1095",0.6667,"-0.4055","N","Y","N",3,14.8,14.525,1.01893287435456,"mass","biomass",0.6667,-0.405415109358123,2.69462718077007,1.09861228866811,"1","155",12.8083,15.9667,2.69462718077007,-0.980829253011726,1.09861228866811,-0.693147180559945
"58","1067","415",1212,"control","415","Nilsson et al, Oikos 2008","TD",1,"SST","g m-2","T",1,3,3,"730","1095",0.6667,"-0.4055","N","Y","N",1,10.3417,10.1472333333333,1.01916450132548,"mass","biomass",0.6667,-0.405415109358123,2.33618426562446,0,"1","155",8.375,11.725,2.33618426562446,-2.07944154167984,1.09861228866811,-0.693147180559945
"59","1067","415",1212,"control","415","Nilsson et al, Oikos 2008","TD",1,"SST","g m-2","T",1,3,3,"730","1095",0.6667,"-0.4055","N","Y","N",2,11.725,10.1472333333333,1.1554873742268,"mass","biomass",0.6667,-0.405415109358123,2.46172331433234,0.693147180559945,"1","155",8.375,11.725,2.46172331433234,-1.38629436111989,1.09861228866811,-0.693147180559945
"60","1067","415",1212,"control","415","Nilsson et al, Oikos 2008","TD",1,"SST","g m-2","T",1,3,3,"730","1095",0.6667,"-0.4055","N","Y","N",3,8.375,10.1472333333333,0.825348124447715,"mass","biomass",0.6667,-0.405415109358123,2.12525107771113,1.09861228866811,"1","155",8.375,11.725,2.12525107771113,-0.980829253011726,1.09861228866811,-0.693147180559945
"61","1068","416",1213,"control","416","Nilsson et al, Oikos 2008","TD",1,"SST","g m-2","T",1,3,3,"730","1095",0.6667,"-0.4055","N","Y","N",1,7.1917,7.2778,0.988169501772514,"mass","biomass",0.6667,-0.405415109358123,1.97292758328485,0,"1","155",5.3,9.3417,8.88068286226698,-2.07944154167984,1.09861228866811,-0.693147180559945
"62","1068","416",1213,"control","416","Nilsson et al, Oikos 2008","TD",1,"SST","g m-2","T",1,3,3,"730","1095",0.6667,"-0.4055","N","Y","N",2,9.3417,7.2778,1.28358844705818,"mass","biomass",0.6667,-0.405415109358123,2.23448824852639,0.693147180559945,"1","155",5.3,9.3417,9.14224352750852,-1.38629436111989,1.09861228866811,-0.693147180559945
"63","1068","416",1213,"control","416","Nilsson et al, Oikos 2008","TD",1,"SST","g m-2","T",1,3,3,"730","1095",0.6667,"-0.4055","N","Y","N",3,5.3,7.2778,0.728242051169309,"mass","biomass",0.6667,-0.405415109358123,1.66770682055808,1.09861228866811,"1","155",5.3,9.3417,8.57546209954021,-0.980829253011726,1.09861228866811,-0.693147180559945
"64","1069","417",1214,"incr","417","Nilsson et al, Oikos 2008","TD",1,"SST","g m-2","T",1,3,3,"730","1095",0.6667,"-0.4055","N","Y","N",1,12.2167,15.7028,0.777995007259852,"mass","biomass",0.6667,-0.405415109358123,2.50280386817379,0,"1","155",12.2167,17.975,2.50280386817379,-2.07944154167984,1.09861228866811,-0.693147180559945
"65","1069","417",1214,"incr","417","Nilsson et al, Oikos 2008","TD",1,"SST","g m-2","T",1,3,3,"730","1095",0.6667,"-0.4055","N","Y","N",2,16.9167,15.7028,1.07730468451486,"mass","biomass",0.6667,-0.405415109358123,2.8283012996952,0.693147180559945,"1","155",12.2167,17.975,2.8283012996952,-1.38629436111989,1.09861228866811,-0.693147180559945
"66","1069","417",1214,"incr","417","Nilsson et al, Oikos 2008","TD",1,"SST","g m-2","T",1,3,3,"730","1095",0.6667,"-0.4055","N","Y","N",3,17.975,15.7028,1.14470030822528,"mass","biomass",0.6667,-0.405415109358123,2.88898190360711,1.09861228866811,"1","155",12.2167,17.975,2.88898190360711,-0.980829253011726,1.09861228866811,-0.693147180559945
"67","107","42",788,"control","42","Dukes 2001","TD",1,"SST","g m-2","T",2,4,16,"365","410.625",0.8889,"-0.1178","Y","N","Y",4,357.56,361.2245,0.989855339269623,"mass","biomass",1.7778,0.575376644825437,5.87930318021965,1.38629436111989,"1","24",293.568,401.2,5.87930318021965,-0.693147180559945,2.77258872223978,0.980829253011726
"68","107","42",788,"control","42","Dukes 2001","TD",1,"SST","g m-2","T",2,4,16,"365","410.625",0.8889,"-0.1178","Y","N","Y",16,401.2,361.2245,1.1106666352919,"mass","biomass",1.7778,0.575376644825437,5.99446005608778,2.77258872223978,"1","24",293.568,401.2,5.99446005608778,0.693147180559945,2.77258872223978,0.980829253011726
"69","107","42",788,"control","42","Dukes 2001","TD",1,"SST","g m-2","T",2,4,16,"365","410.625",0.8889,"-0.1178","Y","N","Y",8,392.57,361.2245,1.08677567551481,"mass","biomass",1.7778,0.575376644825437,5.97271486527012,2.07944154167984,"1","24",293.568,401.2,5.97271486527012,0,2.77258872223978,0.980829253011726
"70","107","42",788,"control","42","Dukes 2001","TD",1,"SST","g m-2","T",2,4,16,"365","410.625",0.8889,"-0.1178","Y","N","Y",1,293.568,361.2245,0.812702349923662,"mass","biomass",1.7778,0.575376644825437,5.68210929897471,0,"1","24",293.568,401.2,5.68210929897471,-2.07944154167984,2.77258872223978,0.980829253011726
"71","1070","418",1215,"incr","418","Nilsson et al, Oikos 2008","TD",1,"SST","g m-2","T",1,3,3,"730","1095",0.6667,"-0.4055","N","Y","N",1,12.85,11.5916666666667,1.10855499640546,"mass","biomass",0.6667,-0.405415109358123,2.55334381134123,0,"1","155",10.65,12.85,2.55334381134123,-2.07944154167984,1.09861228866811,-0.693147180559945
"72","1070","418",1215,"incr","418","Nilsson et al, Oikos 2008","TD",1,"SST","g m-2","T",1,3,3,"730","1095",0.6667,"-0.4055","N","Y","N",2,10.65,11.5916666666667,0.918763479511143,"mass","biomass",0.6667,-0.405415109358123,2.36555989215543,0.693147180559945,"1","155",10.65,12.85,2.36555989215543,-1.38629436111989,1.09861228866811,-0.693147180559945
"73","1070","418",1215,"incr","418","Nilsson et al, Oikos 2008","TD",1,"SST","g m-2","T",1,3,3,"730","1095",0.6667,"-0.4055","N","Y","N",3,11.275,11.5916666666667,0.972681524083393,"mass","biomass",0.6667,-0.405415109358123,2.42258788538874,1.09861228866811,"1","155",10.65,12.85,2.42258788538874,-0.980829253011726,1.09861228866811,-0.693147180559945
"74","1071","419",1216,"incr","419","Nilsson et al, Oikos 2008","TD",1,"SST","g m-2","T",1,3,3,"730","1095",0.6667,"-0.4055","N","Y","N",1,8.9167,9.70556666666667,0.918720184636308,"mass","biomass",0.6667,-0.405415109358123,2.18792592298468,0,"1","155",8.25,11.95,2.18792592298468,-2.07944154167984,1.09861228866811,-0.693147180559945
